4.6828545	-81.041313    278.08432    -26.902943    -235.59706   -65.987550
4.7036024	-74.306735    257.64007    -25.424448    -227.39106   -70.062252
4.7243502	-68.364460    238.39842    -24.023769    -219.18506   -73.684211
4.7450980	-62.818336    220.35937    -22.700905    -211.54499   -76.400679
4.7658459	-58.064516    204.72552    -21.455857    -204.18789   -78.664403
4.7865937	-53.310696    190.29428    -20.288625    -197.11375   -80.928127
4.8001596	-50.537634    180.67346    -19.588285    -192.58630   -81.833616
4.8209074	-46.576118    167.44482    -18.576684    -185.79513   -83.191851
4.8416553	-42.614601    155.41879    -17.565082    -179.56989   -84.550085
4.8624031	-39.049236    143.39276    -16.709111    -173.34465   -85.002830
4.8831509	-35.880023    132.56933    -15.853141    -167.40238   -85.908319
4.9038988	-32.710809    122.94850    -14.997170    -161.74307   -86.361064
4.9246466	-29.937748    113.32767    -14.219015    -156.08376   -86.361064
4.9453944	-27.560838    104.90945    -13.518676    -150.99038   -86.361064
4.9661423	-25.183928    97.693831    -12.896152    -145.89700   -85.908319
4.9868901	-22.807018    90.478212    -12.273628    -140.80362   -85.908319
4.9996580	-21.618563    85.667799    -11.884550    -137.97397   -85.455574
5.0204058	-19.637804    79.654782    -11.339842    -133.44652   -85.002830
5.0411537	-18.053198    73.641766    -10.795133    -128.91907   -84.097340
5.0619015	-16.468591    67.628749    -10.250424    -124.67459   -83.191851
5.0826493	-14.883984    62.818336    -9.7835314    -120.71307   -82.286361
5.1033972	-13.299377    58.007923    -9.3166384    -116.75156   -81.380872
5.1241450	-12.110922    54.400113    -8.9275608    -113.07301   -80.475382
5.1448928	-10.922467    49.589700    -8.5384833    -109.39445   -79.117148
5.1656407	-10.130164    45.981890    -8.1494058    -105.71590   -78.211658
5.1863885	-8.9417091    43.576684    -7.8381437    -102.60328   -76.853424
5.1999544	-8.5455574    41.171477    -7.6046972    -100.33956   -75.947934
5.2207022	-7.7532541    38.766271    -7.2934352    -97.226938   -74.589700
5.2414501	-6.9609508    35.158461    -6.9821732    -94.114318   -73.231466
5.2621979	-6.5647991    32.753254    -6.7487267    -91.284663   -72.325976
5.2829457	-5.7724958    30.348048    -6.4374646    -88.172043   -70.967742
5.3036936	-5.3763441    27.942841    -6.2040181    -85.625354   -69.609508
5.3244414	-4.9801924    25.537634    -5.9705716    -82.795699   -68.251273
5.3451892	-4.5840407    24.335031    -5.7371251    -80.249010   -66.893039
5.3659371	-4.1878891    21.929825    -5.5036786    -77.985286   -65.534805
5.3866849	-3.7917374    20.727221    -5.3480475    -75.438596   -64.176570
5.4002508	-3.3955857    19.524618    -5.1924165    -74.023769   -63.271081
5.4209986	-2.9994341    18.322015    -5.0367855    -71.760045   -61.912847
5.4417465	-2.6032824    17.119411    -4.8033390    -69.779287   -60.554612
5.4624943	-2.6032824    14.714205    -4.6477080    -67.515563   -59.196378
5.4832421	-2.2071307    13.511602    -4.4920770    -65.534805   -57.838144
5.5039900	-1.8109791    12.308998    -4.3364460    -63.554046   -56.479909
5.5247378	-1.8109791    12.308998    -4.1808149    -61.856254   -55.574420
5.5454856	-1.4148274    11.106395    -4.0251839    -60.158461   -54.216186
5.5662335	-1.4148274    9.9037917    -3.8695529    -58.177702   -52.857951
5.5869813	-1.0186757    8.7011885    -3.7139219    -56.762875   -51.952462
5.5997492	-1.0186757    8.7011885    -3.6361064    -55.631013   -51.046972
5.6204970	-1.0186757    7.4985852    -3.4804754    -53.933220   -49.688738
5.6412449	-0.62252405   7.4985852    -3.4026599    -52.518393   -48.783248
5.6619927	-0.62252405   6.2959819    -3.2470289    -51.103565   -47.877759
5.6827405	-0.62252405   6.2959819    -3.1692134    -49.688738   -46.519525
5.7034884	-0.62252405   6.2959819    -3.0913978    -48.273911   -45.614035
5.7242362	-0.22637238   5.0933786    -2.9357668    -46.859083   -44.708546
5.7449840	-0.22637238   5.0933786    -2.8579513    -45.444256   -43.803056
5.7657319	-0.22637238   5.0933786    -2.7801358    -44.312394   -42.897566
5.7864797	-0.22637238   3.8907753    -2.7023203    -43.180532   -41.539332
5.8000456	-0.22637238   3.8907753    -2.6245048    -42.331636   -41.086587
5.8207934	-0.22637238   3.8907753    -2.5466893    -41.199774   -40.181098
5.8415413	-0.22637238   2.6881720    -2.4688738    -40.067912   -39.275608
5.8622891	-0.22637238   2.6881720    -2.3910583    -38.936050   -38.370119
5.8830369	-0.22637238   2.6881720    -2.3132428    -38.087153   -37.464629
5.9037848	0.16977929    2.6881720    -2.2354273    -36.955291   -36.559140
5.9245326	0.16977929    1.4855688    -2.1576118    -36.106395   -35.653650
5.9452804	0.16977929    1.4855688    -2.0797963    -34.974533   -34.748161
5.9660283	0.16977929    1.4855688    -2.0019808    -34.125637   -33.842671
5.9867761	0.16977929    1.4855688    -2.0019808    -33.276740   -32.937182
6.0003420	0.16977929    1.4855688    -1.9241653    -32.710809   -32.484437
6.0210898	0.16977929    1.4855688    -1.8463497    -31.861913   -31.578947
6.0418377	0.16977929    1.4855688    -1.8463497    -31.013016   -31.126203
6.0625855	0.16977929    1.4855688    -1.7685342    -30.164120   -30.220713
6.0833333	0.16977929    1.4855688    -1.6907187    -29.598189   -29.767968
6.1040812	0.16977929    1.4855688    -1.6907187    -28.749293   -28.862479
6.1248290	0.16977929    1.4855688    -1.6129032    -28.183362   -28.409734
6.1455768	0.16977929    1.4855688    -1.5350877    -27.334465   -27.504244
6.1663247	0.16977929    1.4855688    -1.5350877    -26.768534   -27.051500
6.1870725	0.16977929    1.4855688    -1.4572722    -25.919638   -26.598755
6.1998404	0.16977929    1.4855688    -1.4572722    -25.636672   -26.146010
6.2205882	0.16977929    1.4855688    -1.4572722    -25.070741   -25.693265
6.2413361	0.16977929    1.4855688    -1.3794567    -24.504810   -24.787776
6.2620839	0.16977929    1.4855688    -1.3794567    -23.938879   -24.335031
6.2828317	0.16977929    1.4855688    -1.3016412    -23.089983   -23.882286
6.3035796	0.16977929    1.4855688    -1.3016412    -22.524052   -23.429542
6.3243274	0.16977929    0.28296548   -1.2238257    -22.241087   -22.524052
6.3450752	0.16977929    0.28296548   -1.2238257    -21.675156   -22.071307
6.3658231	0.16977929    0.28296548   -1.2238257    -21.109225   -21.618563
6.3865709	0.16977929    0.28296548   -1.1460102    -20.543294   -21.165818
6.4001368	0.16977929    0.28296548   -1.1460102    -20.260328   -20.713073
6.4208846	0.16977929    0.28296548   -1.1460102    -19.694397   -20.260328
6.4416325	0.16977929    0.28296548   -1.0681947    -19.411432   -19.807583
6.4623803	0.16977929    0.28296548   -1.0681947    -18.845501   -19.354839
6.4831281	0.16977929    0.28296548   -1.0681947    -18.562535   -18.902094
6.5038760	0.16977929    0.28296548   -0.99037917   -17.996604   -18.449349
6.5246238	0.16977929    0.28296548   -0.99037917   -17.713639   -17.996604
6.5453716	0.16977929    0.28296548   -0.99037917   -17.147708   -17.543860
6.5661195	0.16977929    0.28296548   -0.99037917   -16.864743   -17.091115
6.5868673	0.16977929    0.28296548   -0.91256367   -16.581777   -17.091115
6.5996352	0.16977929    0.28296548   -0.91256367   -16.298812   -16.638370
6.6203830	0.16977929    0.28296548   -0.91256367   -16.015846   -16.185625
6.6411309	0.16977929    0.28296548   -0.83474816   -15.732881   -15.732881
6.6618787	0.16977929    0.28296548   -0.83474816   -15.166950   -15.732881
6.6826265	0.16977929    0.28296548   -0.83474816   -14.883984   -15.280136
6.7033744	0.16977929    0.28296548   -0.75693265   -14.601019   -14.827391
6.7241222	0.16977929    0.28296548   -0.75693265   -14.318053   -14.374646
6.7448700	0.16977929    0.28296548   -0.75693265   -14.035088   -14.374646
6.7656179	0.16977929    0.28296548   -0.67911715   -13.752122   -13.921902
6.7863657	0.16977929    0.28296548   -0.67911715   -13.469157   -13.469157
6.7999316	0.16977929    0.28296548   -0.67911715   -13.186191   -13.469157
6.8206794	0.16977929    0.28296548   -0.67911715   -12.903226   -13.016412
6.8414273	0.16977929    0.28296548   -0.67911715   -12.620260   -13.016412
6.8621751	0.16977929    0.28296548   -0.60130164   -12.337295   -12.563667
6.8829229	0.16977929    0.28296548   -0.60130164   -12.054329   -12.563667
6.9036708	0.16977929    0.28296548   -0.60130164   -11.771364   -12.110922
6.9244186	0.16977929    0.28296548   -0.60130164   -11.488398   -12.110922
6.9451664	0.16977929    0.28296548   -0.52348613   -11.205433   -11.658178
6.9659143	0.16977929    0.28296548   -0.52348613   -10.922467   -11.658178
6.9866621	0.16977929    0.28296548   -0.52348613   -10.922467   -11.205433
7.0002280	0.16977929    0.28296548   -0.52348613   -10.639502   -11.205433
