3.9997720	-1117.7702    3396.4346    -229.22326    -832.65422   1216.6384
4.0205198	-1049.2360    3194.3973    -216.46152    -803.22581   1124.7312
4.0412677	-981.49406    2992.3599    -203.85540    -773.79740   1033.7295
4.0620155	-914.54443    2795.1330    -191.40492    -744.93492   944.08602
4.0827633	-848.78325    2600.3113    -179.18789    -716.07244   856.25354
4.1035112	-785.39898    2411.5025    -167.28212    -688.05886   771.59027
4.1242590	-723.99547    2231.1121    -155.84324    -660.61121   690.09621
4.1450068	-665.76118    2057.9372    -144.94907    -634.01245   613.12960
4.1657547	-611.09225    1894.3831    -134.59960    -608.26259   540.69044
4.1865025	-559.98868    1742.8551    -124.95048    -583.64460   474.13696
4.2000684	-529.08885    1650.2547    -119.03650    -568.08149   433.84267
4.2208162	-485.51217    1519.1709    -110.71024    -545.44426   377.70232
4.2415641	-446.29315    1401.3158    -103.08432    -523.93888   327.90040
4.2623119	-411.03565    1295.4867    -96.158744    -503.84833   283.98415
4.2830597	-378.94737    1198.0758    -89.855688    -484.60668   244.59536
4.3038076	-350.42445    1111.4884    -84.175156    -466.21392   210.18676
4.3245554	-324.67459    1032.1166    -78.883701    -448.95303   179.40011
4.3453032	-300.90549    959.96038    -74.136955    -432.25806   152.23543
4.3660511	-279.51330    893.81720    -69.701471    -416.41200   127.78721
4.3867989	-259.70572    833.68704    -65.577250    -401.13186   106.05546
4.4003648	-247.42501    795.20374    -63.009338    -391.51104   92.473118
4.4211126	-229.59819    739.88398    -59.274194    -377.07980   73.005093
4.4418605	-212.56367    686.96944    -55.694680    -363.21449   54.895303
4.4626083	-196.32145    637.66271    -52.270798    -349.91511   38.596491
4.4833561	-181.26769    590.76118    -49.080362    -336.89870   22.750424
4.5041040	-167.40238    547.46746    -46.045557    -324.44822   8.7153367
4.5248518	-153.93322    506.57895    -43.244199    -312.56367   -3.9615167
4.5455996	-141.65252    468.09564    -40.598472    -300.96208   -15.732881
4.5663475	-130.16412    432.01754    -38.030560    -289.92643   -26.598755
4.5870953	-119.46802    399.54726    -35.696095    -279.17374   -35.653650
4.5998632	-113.52575    380.30560    -34.373231    -272.94850   -41.086587
4.6206110	-104.41426    351.44312    -32.272213    -263.04471   -48.783248
4.6413589	-95.698925    324.98585    -30.404641    -253.42388   -55.574420
4.6621067	-88.172043    299.73118    -28.614884    -244.36899   -61.007357
