3.99977	1322.49576
4.02052	1227.24958
4.04127	1132.96548
4.06202	1040.1245
4.08276	949.2077
4.10351	861.17714
4.12426	776.51387
4.14501	696.17997
4.16575	621.13752
4.1865	551.38653
4.20007	509.0549
4.22082	449.88681
4.24156	397.45331
4.26231	350.31126
4.28306	308.46067
4.30381	270.93945
4.32456	237.74759
4.3453	207.92303
4.36605	181.46576
4.3868	156.93265
4.40036	142.02037
4.42111	120.37351
4.44186	100.65082
4.46261	81.89021
4.48336	64.57272
4.5041	48.69836
4.52485	34.26712
4.5456	21.279
4.56635	9.25297
4.5871	-1.32994
4.59986	-7.58347
4.62061	-16.24222
4.64136	-24.41992
4.66211	-31.1545
4.68285	-36.92699
4.7036	-41.73741
4.72435	-46.06678
4.7451	-49.91511
4.76585	-52.80136
4.78659	-55.20656
4.80016	-56.64969
4.82091	-58.57385
4.84166	-60.01698
4.8624	-61.4601
4.88315	-61.94114
4.9039	-62.90323
4.92465	-63.38427
4.94539	-63.38427
4.96614	-63.38427
4.98689	-62.90323
4.99966	-62.90323
5.02041	-62.42218
5.04115	-61.94114
5.0619	-60.97906
5.08265	-60.49802
5.1034	-59.53594
5.12415	-58.57385
5.14489	-57.13073
5.16564	-56.16865
5.18639	-55.20656
5.19995	-54.24448
5.2207	-53.2824
5.24145	-51.83928
5.2622	-50.87719
5.28295	-49.43407
5.30369	-48.47199
5.32444	-47.02886
5.34519	-46.06678
5.36594	-44.62366
5.38668	-43.66157
5.40025	-42.69949
5.421	-41.73741
5.44175	-40.29428
5.46249	-39.3322
5.48324	-38.37012
5.50399	-36.92699
5.52474	-35.96491
5.54549	-35.00283
5.56623	-34.04075
5.58698	-33.07866
5.59975	-32.59762
5.6205	-31.63554
5.64124	-30.67346
5.66199	-30.19242
5.68274	-29.23033
5.70349	-28.74929
5.72424	-27.78721
5.74498	-27.30617
5.76573	-26.34409
5.78648	-25.86304
5.80005	-25.382
5.82079	-24.90096
5.84154	-23.93888
5.86229	-23.45784
5.88304	-22.9768
5.90378	-22.49576
5.92453	-22.01471
5.94528	-21.53367
5.96603	-21.05263
5.98678	-20.57159
6.00034	-20.09055
6.02109	-19.60951
6.04184	-19.12847
6.06259	-18.64743
6.08333	-18.16638
6.10408	-18.16638
6.12483	-17.68534
6.14558	-17.2043
6.16632	-16.72326
6.18707	-16.24222
6.19984	-16.24222
6.22059	-15.76118
6.24134	-15.76118
6.26208	-15.28014
6.28283	-14.79909
6.30358	-14.79909
6.32433	-14.31805
6.34508	-13.83701
6.36582	-13.83701
6.38657	-13.35597
6.40014	-13.35597
6.42088	-13.35597
6.44163	-12.87493
6.46238	-12.87493
6.48313	-12.39389
6.50388	-12.39389
6.52462	-11.91285
6.54537	-11.91285
6.56612	-11.91285
6.58687	-11.43181
6.59964	-11.43181
6.62038	-11.43181
6.64113	-10.95076
6.66188	-10.95076
6.68263	-10.46972
6.70337	-10.46972
6.72412	-9.98868
6.74487	-9.98868
6.76562	-9.98868
6.78637	-9.50764
6.79993	-9.50764
6.82068	-9.50764
6.84143	-9.0266
6.86218	-9.0266
6.88292	-9.0266
6.90367	-8.54556
6.92442	-8.54556
6.94517	-8.54556
6.96591	-8.06452
6.98666	-8.06452
7.00023	-8.06452
