3.99977	391.63837
4.02052	355.06508
4.04127	318.80306
4.06202	283.31919
4.08276	248.61347
4.10351	215.1528
4.12426	183.09281
4.14501	153.05603
4.16575	125.19808
4.1865	99.67459
4.20007	84.57838
4.22082	63.72383
4.24156	45.67063
4.26231	30.10753
4.28306	16.72326
4.30381	5.20656
4.32456	-4.44256
4.3453	-12.84663
4.36605	-19.85003
4.3868	-26.07527
4.40036	-29.81041
4.42111	-34.94624
4.44186	-39.7708
4.46261	-43.97284
4.48336	-47.70798
4.5041	-50.97623
4.52485	-53.93322
4.5456	-56.26769
4.56635	-58.29089
4.5871	-60.00283
4.59986	-60.78098
4.62061	-61.71477
4.64136	-62.49293
4.66211	-62.80419
4.68285	-62.95982
4.7036	-62.64856
4.72435	-62.33729
4.7451	-61.71477
4.76585	-61.09225
4.78659	-60.31409
4.80016	-59.69157
4.82091	-58.75778
4.84166	-57.824
4.8624	-56.73458
4.88315	-55.80079
4.9039	-54.71138
4.92465	-53.62196
4.94539	-52.37691
4.96614	-51.28749
4.98689	-50.19808
4.99966	-49.41992
5.02041	-48.3305
5.04115	-47.08546
5.0619	-45.99604
5.08265	-44.75099
5.1034	-43.66157
5.12415	-42.57216
5.14489	-41.32711
5.16564	-40.23769
5.18639	-39.14827
5.19995	-38.52575
5.2207	-37.43633
5.24145	-36.50255
5.2622	-35.56876
5.28295	-34.47934
5.30369	-33.54556
5.32444	-32.7674
5.34519	-31.83362
5.36594	-31.05546
5.38668	-30.12168
5.40025	-29.65478
5.421	-28.87663
5.44175	-28.09847
5.46249	-27.47595
5.48324	-26.69779
5.50399	-26.07527
5.52474	-25.45274
5.54549	-24.83022
5.56623	-24.2077
5.58698	-23.58517
5.59975	-23.27391
5.6205	-22.80702
5.64124	-22.18449
5.66199	-21.7176
5.68274	-21.25071
5.70349	-20.78381
5.72424	-20.31692
5.74498	-19.85003
5.76573	-19.38314
5.78648	-19.07187
5.80005	-18.76061
5.82079	-18.29372
5.84154	-17.98246
5.86229	-17.67119
5.88304	-17.2043
5.90378	-16.89304
5.92453	-16.58178
5.94528	-16.11488
5.96603	-15.80362
5.98678	-15.49236
6.00034	-15.33673
6.02109	-15.02547
6.04184	-14.7142
6.06259	-14.40294
6.08333	-14.24731
6.10408	-13.93605
6.12483	-13.62479
6.14558	-13.46916
6.16632	-13.15789
6.18707	-13.00226
6.19984	-12.84663
6.22059	-12.691
6.24134	-12.37974
6.26208	-12.22411
6.28283	-11.91285
6.30358	-11.75722
6.32433	-11.60158
6.34508	-11.29032
6.36582	-11.13469
6.38657	-10.97906
6.40014	-10.82343
6.42088	-10.6678
6.44163	-10.51217
6.46238	-10.20091
6.48313	-10.04527
6.50388	-9.88964
6.52462	-9.73401
6.54537	-9.57838
6.56612	-9.42275
6.58687	-9.26712
6.59964	-9.11149
6.62038	-8.95586
6.64113	-8.80023
6.66188	-8.6446
6.68263	-8.48896
6.70337	-8.33333
6.72412	-8.1777
6.74487	-8.02207
6.76562	-7.86644
6.78637	-7.86644
6.79993	-7.71081
6.82068	-7.55518
6.84143	-7.39955
6.86218	-7.24392
6.88292	-7.24392
6.90367	-7.08829
6.92442	-6.93265
6.94517	-6.77702
6.96591	-6.62139
6.98666	-6.62139
7.00023	-6.46576
