3.99977	292.52971
4.02052	260.56876
4.04127	228.86248
4.06202	197.79287
4.08276	167.48727
4.10351	138.32767
4.12426	110.44143
4.14501	84.4652
4.16575	60.27165
4.1865	38.37012
4.20007	25.382
4.22082	7.68251
4.24156	-7.47029
4.26231	-20.4584
4.28306	-31.5365
4.30381	-40.83192
4.32456	-48.59932
4.3453	-55.09338
4.36605	-60.56876
4.3868	-65.1528
4.40036	-67.95416
4.42111	-71.77419
4.44186	-75.33956
4.46261	-78.39559
4.48336	-81.06961
4.5041	-83.48896
4.52485	-85.52632
4.5456	-87.18166
4.56635	-88.45501
4.5871	-89.47368
4.59986	-89.85569
4.62061	-90.36503
4.64136	-90.49236
4.66211	-90.36503
4.68285	-89.98302
4.7036	-89.47368
4.72435	-88.70968
4.7451	-87.81834
4.76585	-86.79966
4.78659	-85.78098
4.80016	-85.01698
4.82091	-83.87097
4.84166	-82.59762
4.8624	-81.32428
4.88315	-80.05093
4.9039	-78.65025
4.92465	-77.37691
4.94539	-75.97623
4.96614	-74.57555
4.98689	-73.17487
4.99966	-72.28353
5.02041	-70.88285
5.04115	-69.48217
5.0619	-67.95416
5.08265	-66.55348
5.1034	-65.1528
5.12415	-63.75212
5.14489	-62.35144
5.16564	-60.95076
5.18639	-59.55008
5.19995	-58.65874
5.2207	-57.25806
5.24145	-55.98472
5.2622	-54.71138
5.28295	-53.43803
5.30369	-52.16469
5.32444	-51.01868
5.34519	-49.74533
5.36594	-48.59932
5.38668	-47.45331
5.40025	-46.6893
5.421	-45.54329
5.44175	-44.52462
5.46249	-43.37861
5.48324	-42.35993
5.50399	-41.34126
5.52474	-40.32258
5.54549	-39.3039
5.56623	-38.41256
5.58698	-37.39389
5.59975	-36.88455
5.6205	-35.99321
5.64124	-35.10187
5.66199	-34.21053
5.68274	-33.44652
5.70349	-32.55518
5.72424	-31.79117
5.74498	-31.02716
5.76573	-30.26316
5.78648	-29.62649
5.80005	-29.11715
5.82079	-28.48048
5.84154	-27.71647
5.86229	-27.0798
5.88304	-26.44312
5.90378	-25.80645
5.92453	-25.16978
5.94528	-24.66044
5.96603	-24.02377
5.98678	-23.51443
6.00034	-23.13243
6.02109	-22.62309
6.04184	-22.11375
6.06259	-21.60441
6.08333	-21.09508
6.10408	-20.58574
6.12483	-20.20374
6.14558	-19.6944
6.16632	-19.18506
6.18707	-18.80306
6.19984	-18.54839
6.22059	-18.16638
6.24134	-17.65705
6.26208	-17.27504
6.28283	-16.89304
6.30358	-16.51104
6.32433	-16.12903
6.34508	-15.74703
6.36582	-15.36503
6.38657	-15.11036
6.40014	-14.85569
6.42088	-14.47368
6.44163	-14.21902
6.46238	-13.83701
6.48313	-13.58234
6.50388	-13.32767
6.52462	-13.07301
6.54537	-12.691
6.56612	-12.43633
6.58687	-12.18166
6.59964	-12.05433
6.62038	-11.79966
6.64113	-11.54499
6.66188	-11.29032
6.68263	-11.03565
6.70337	-10.90832
6.72412	-10.65365
6.74487	-10.39898
6.76562	-10.27165
6.78637	-10.01698
6.79993	-9.88964
6.82068	-9.63497
6.84143	-9.50764
6.86218	-9.25297
6.88292	-9.12564
6.90367	-8.9983
6.92442	-8.74363
6.94517	-8.6163
6.96591	-8.36163
6.98666	-8.2343
7.00023	-8.10696
